task,arm,repeat,step,input_tokens,output_tokens,cached_input_tokens,reasoning_output_tokens
065,baseline,2,94,111849,2462,111616,2382
065,baseline,2,95,114739,1395,114304,1277
065,baseline,2,96,116370,275,116096,198
065,baseline,2,97,116789,938,116608,860
065,baseline,2,98,118046,576,117632,448
065,baseline,2,99,118650,823,118400,627
065,baseline,2,100,119731,2664,119424,2467
065,baseline,2,101,122468,120,122240,18
065,baseline,2,102,122621,457,122368,311
065,baseline,2,103,123240,543,123008,416
065,baseline,2,104,123838,367,123648,194
065,cbe,2,1,1334,110,1152,8
065,cbe,2,2,2124,160,1408,14
065,cbe,2,3,5236,199,2176,48
065,cbe,2,4,7228,73,5376,9
065,cbe,2,5,8042,494,7296,308
065,cbe,2,6,9080,138,8448,55
065,cbe,2,7,10584,67,9216,0
065,cbe,2,8,13526,963,10624,776
065,cbe,2,9,18412,121,14464,54
065,cbe,2,10,20663,165,18432,36
065,cbe,2,11,21450,70,20736,0
065,cbe,2,12,26282,644,21504,492
065,cbe,2,13,27518,198,26880,39
065,cbe,2,14,27750,108,27520,20
065,cbe,2,15,29698,67,27776,0
065,cbe,2,16,31043,1936,29696,1896
065,cbe,2,17,35042,558,32896,175
065,cbe,2,18,35875,2511,35584,2384
065,cbe,2,19,55045,821,38272,765
065,cbe,2,20,57998,836,55808,418
065,cbe,2,21,58918,94,58752,0
065,cbe,2,22,59040,313,58880,246
065,cbe,2,23,59454,401,59264,245
065,cbe,2,24,60840,195,59776,130
065,cbe,2,25,62079,143,60928,76
065,cbe,2,26,63299,114,62208,24
065,cbe,2,27,64315,201,63360,95
065,cbe,2,28,67006,86,64512,18
065,cbe,2,29,70082,935,67072,467
065,cbe,2,30,71040,728,70784,280
065,cbe,2,31,71841,92,71680,27
065,cbe,2,32,73152,413,71808,318
065,cbe,2,33,74475,464,73472,368
065,cbe,2,34,75753,72,74880,0
065,cbe,2,35,77802,136,75776,28
065,cbe,2,36,78145,70,77824,0
065,cbe,2,37,79552,371,78208,274
065,cbe,2,38,80176,2529,79872,2367
065,cbe,2,39,82851,444,82688,326
065,cbe,2,40,83663,535,83200,345
065,cbe,2,41,85319,1029,84096,931
065,cbe,2,42,86545,311,86272,251
065,cbe,2,43,87414,316,86784,227
065,cbe,2,44,87765,117,87552,0
065,cbe,2,45,88013,2146,87808,1395
065,cbe,2,46,90235,375,89984,264
065,cbe,2,47,90716,1460,90496,1359
065,cbe,2,48,92561,264,92160,197
065,cbe,2,49,93130,1623,92800,1556
065,cbe,2,50,95429,486,94720,409
065,cbe,2,51,96169,1975,95872,1898
065,cbe,2,52,99127,129,98048,43
065,cbe,2,53,99646,210,99200,140
065,cbe,2,54,100554,1258,99840,1142
065,cbe,2,55,101998,97,101760,17
065,cbe,2,56,102387,82,102016,0
065,cbe,2,57,103626,87,102400,24
065,cbe,2,58,104511,77,103680,0
065,cbe,2,59,106013,191,104576,117
065,cbe,2,60,111375,186,106112,75
065,cbe,2,61,114983,263,111488,90
065,cbe,2,62,115325,173,115072,0
065,cbe,2,63,115583,171,115328,49
065,cbe,2,64,115853,109,115712,0
065,cbe,2,65,118717,116,115840,28
065,cbe,2,66,118962,1299,118784,1196
065,cbe,2,67,120331,494,120192,399
065,cbe,2,68,121297,2279,120704,2212
065,cbe,2,69,124632,127,123520,61
065,cbe,2,70,125479,210,124672,98
065,cbe,2,71,125994,126,125568,43
065,cbe,2,72,126186,92,125952,0
065,cbe,2,73,126880,173,126208,80
065,cbe,2,74,127546,527,126976,457
065,cbe,2,75,129234,913,128000,141
065,cbe,2,76,130231,525,130048,410
065,cbe,2,77,130857,2513,130688,2411
065,cbe,2,78,133583,339,133248,189
065,cbe,2,79,136347,1067,133888,771
065,cbe,2,80,137582,358,137344,168
065,cbe,2,81,138046,109,137856,27
065,cbe,2,82,139740,63,138112,11
065,cbe,2,83,139989,912,139776,768
065,cbe,2,84,141179,101,140800,39
065,cbe,2,85,141632,163,141184,74
065,cbe,2,86,142334,176,141696,82
065,cbe,2,87,143123,90,142464,0
065,cbe,2,88,143909,108,143104,24
065,cbe,2,89,144317,166,144000,44
066,baseline,2,1,563,51,384,9
066,baseline,2,2,1070,103,512,0
066,baseline,2,3,3893,175,1152,9
066,baseline,2,4,5964,160,3968,12
066,baseline,2,5,6429,280,6016,121
066,baseline,2,6,7242,415,6656,189
066,baseline,2,7,8117,560,7552,437
066,baseline,2,8,8777,68,8576,0
066,baseline,2,9,10878,141,8832,14
066,baseline,2,10,11166,68,11008,0
066,baseline,2,11,14413,165,11136,54
066,baseline,2,12,16712,246,14464,85
066,baseline,2,13,18942,179,16896,63
066,baseline,2,14,19134,500,18944,409
066,baseline,2,15,19927,319,19584,242
066,baseline,2,16,21517,79,20224,18
066,baseline,2,17,21630,160,21376,59
066,baseline,2,18,21803,526,21632,438
066,baseline,2,19,22476,793,22272,348
066,baseline,2,20,23362,349,23168,285
066,baseline,2,21,24618,122,23680,60
066,baseline,2,22,25791,234,24704,168
066,baseline,2,23,26036,190,25856,74
066,baseline,2,24,26730,858,26112,790
066,baseline,2,25,28509,639,27520,566
066,baseline,2,26,29383,69,29056,0
066,baseline,2,27,38964,521,29440,391
066,baseline,2,28,41499,157,39424,62
066,baseline,2,29,41801,986,41600,654
066,baseline,2,30,42985,598,42752,502
066,baseline,2,31,43612,153,43392,30
066,baseline,2,32,43851,102,43648,0
066,baseline,2,33,44084,463,43904,391
066,baseline,2,34,44656,1980,44416,1904
066,baseline,2,35,47035,1433,46592,1343
066,baseline,2,36,48965,283,48384,215
066,baseline,2,37,51562,502,49152,415
066,baseline,2,38,52213,621,51968,517
066,baseline,2,39,55862,2347,52736,2112
066,baseline,2,40,58421,156,58112,92
066,baseline,2,41,59894,746,58496,682
066,baseline,2,42,61320,1458,60544,1362
066,baseline,2,43,63018,1045,62720,11
066,baseline,2,44,64077,858,63872,70
066,baseline,2,45,64953,380,64768,45
066,baseline,2,46,65416,359,65280,233
066,baseline,2,47,66285,281,65664,167
066,baseline,2,48,67278,75,66560,0
066,baseline,2,49,67582,329,67328,106
066,baseline,2,50,68317,1235,67840,84
066,baseline,2,51,69742,1217,69504,75
066,baseline,2,52,71127,709,70912,645
066,baseline,2,53,71961,275,71808,114
066,baseline,2,54,72948,83,72192,0
066,baseline,2,55,73292,859,72960,805
066,baseline,2,56,74783,886,74112,645
066,baseline,2,57,75837,93,75648,42
066,baseline,2,58,78443,687,75904,634
066,baseline,2,59,79214,1115,78976,838
066,baseline,2,60,80444,250,80256,153
066,baseline,2,61,80772,1389,80512,1006
066,baseline,2,62,82351,348,82048,29
066,baseline,2,63,82815,753,82560,87
066,cbe,2,1,1333,92,1152,9
066,cbe,2,2,3943,138,1408,7
066,cbe,2,3,6483,322,3968,94
066,cbe,2,4,7734,461,6784,112
066,cbe,2,5,8605,313,8192,176
066,cbe,2,6,9960,167,8832,47
066,cbe,2,7,12435,68,10112,0
066,cbe,2,8,13253,327,12416,179
066,cbe,2,9,13658,553,13440,237
066,cbe,2,10,14311,662,14080,547
066,cbe,2,11,15201,324,14848,174
066,cbe,2,12,35298,1129,15488,984
066,cbe,2,13,37417,502,36352,333
066,cbe,2,14,38558,151,37888,83
066,cbe,2,15,40163,617,38656,445
066,cbe,2,16,42440,1473,40704,1334
066,cbe,2,17,45107,194,43904,95
066,cbe,2,18,48326,107,45184,44
066,cbe,2,19,51387,203,48384,64
066,cbe,2,20,52124,430,51584,305
066,cbe,2,21,52761,1038,52480,875
066,cbe,2,22,54558,770,53760,613
066,cbe,2,23,55940,165,55296,69
066,cbe,2,24,56645,2241,56064,2054
066,cbe,2,25,59488,996,58880,714
066,cbe,2,26,60523,119,60288,39
066,cbe,2,27,60975,99,60544,35
066,cbe,2,28,61172,1018,60928,926
066,cbe,2,29,62416,1223,62080,135
066,cbe,2,30,63660,257,63488,169
066,cbe,2,31,64118,229,63872,84
066,cbe,2,32,64391,155,64256,87
066,cbe,2,33,64849,666,64512,0
066,cbe,2,34,65531,195,65280,107
066,cbe,2,35,65801,277,65664,51
066,cbe,2,36,66094,617,65920,146
066,cbe,2,37,66727,147,66560,93
066,cbe,2,38,66953,152,66816,41
066,cbe,2,39,67222,136,67072,0
066,cbe,2,40,67562,1584,67328,505
066,cbe,2,41,69219,216,68992,82
066,cbe,2,42,70276,1880,69376,1817
066,cbe,2,43,73042,486,72064,270
066,cbe,2,44,73695,185,73472,0
066,cbe,2,45,74218,1517,73856,1437
066,cbe,2,46,75847,111,75648,36
066,cbe,2,47,76426,1235,75904,1046
066,cbe,2,48,78108,2147,77568,631
066,cbe,2,49,80272,310,80128,7
066,cbe,2,50,80663,1123,80512,10
066,cbe,2,51,81953,426,81664,230
066,cbe,2,52,82557,557,82304,457
066,cbe,2,53,83471,687,83072,596
066,cbe,2,54,85425,386,84096,318
066,cbe,2,55,86371,399,85760,315
066,cbe,2,56,87844,78,86656,10
066,cbe,2,57,89381,608,87808,296
066,cbe,2,58,90089,521,89856,450
066,cbe,2,59,90874,130,90496,69
066,cbe,2,60,91070,156,90880,0
066,cbe,2,61,91613,83,91136,0
066,cbe,2,62,91945,155,91648,18
066,cbe,2,63,92128,105,91904,14
066,cbe,2,64,92766,179,92160,79
066,cbe,2,65,93352,207,92928,100
066,cbe,2,66,93858,1567,93440,1489
066,cbe,2,67,95564,702,95360,307
066,cbe,2,68,96307,934,96128,199
067,baseline,2,1,625,62,384,8
067,baseline,2,2,857,49,640,0
067,baseline,2,3,928,62,768,0
067,baseline,2,4,2620,84,896,0
067,baseline,2,5,4154,65,2688,0
067,baseline,2,6,7091,66,4096,11
067,baseline,2,7,20342,79,7040,12
067,baseline,2,8,24401,65,20352,11
067,baseline,2,9,25525,1188,24448,1129
067,baseline,2,10,26745,756,26496,665
067,baseline,2,11,27733,1039,27392,936
067,baseline,2,12,28882,2818,28672,2748
067,baseline,2,13,32680,1795,31616,1707
067,baseline,2,14,34577,2318,34432,2229
067,baseline,2,15,38139,129,36864,51
067,baseline,2,16,38306,6420,38144,6347
067,baseline,2,17,44805,164,44544,79
067,baseline,2,18,45225,5481,44928,5394
067,baseline,2,19,51766,880,50688,62
067,baseline,2,20,52882,516,52608,85
067,baseline,2,21,53413,54,53248,0
067,baseline,2,22,54526,3513,53376,2115
067,baseline,2,23,58162,1217,57984,11
067,baseline,2,24,59409,1949,59264,292
067,baseline,2,25,61448,622,61312,566
067,baseline,2,26,62418,287,61952,222
067,baseline,2,27,63239,910,62592,814
067,baseline,2,28,64458,399,64128,282
067,baseline,2,29,65312,633,64768,0
067,cbe,2,1,1395,114,1152,8
067,cbe,2,2,2045,138,1408,15
067,cbe,2,3,5376,131,2176,13
067,cbe,2,4,10102,98,5504,24
067,cbe,2,5,11969,63,10112,0
067,cbe,2,6,14653,349,12032,151
067,cbe,2,7,16277,65,14976,11
067,cbe,2,8,17401,1309,16256,1155
067,cbe,2,9,21518,1362,18688,1232
067,cbe,2,10,24660,659,22784,492
067,cbe,2,11,25903,486,25216,268
067,cbe,2,12,26463,1499,26240,1233
067,cbe,2,13,28009,90,27776,25
067,cbe,2,14,29300,288,28032,29
067,cbe,2,15,29666,477,29440,186
067,cbe,2,16,30248,1170,30080,921
067,cbe,2,17,31484,2545,31232,2434
067,cbe,2,18,34173,141,33920,55
067,cbe,2,19,34817,1806,34304,1493
067,cbe,2,20,36736,3691,36480,3628
067,cbe,2,21,41090,1667,40320,1026
067,cbe,2,22,43819,2409,42752,1276
067,cbe,2,23,46303,1373,46080,88
067,cbe,2,24,47945,1284,47616,35
067,cbe,2,25,49397,1261,49152,0
067,cbe,2,26,50853,2001,50560,727
067,cbe,2,27,52990,1334,52736,204
067,cbe,2,28,54343,828,54144,782
067,cbe,2,29,55595,722,55168,487
067,cbe,2,30,56504,1206,56192,438
067,cbe,2,31,57809,1190,57600,1068
067,cbe,2,32,59041,1580,58880,1512
067,cbe,2,33,61103,214,60544,106
067,cbe,2,34,64054,477,61312,6
067,cbe,2,35,64572,302,64384,128
067,cbe,2,36,65005,662,64768,61
068,baseline,2,1,497,72,256,8
068,baseline,2,2,2248,83,512,16
068,baseline,2,3,3878,162,2304,84
068,baseline,2,4,4756,475,3968,397
068,baseline,2,5,5252,131,4992,78
068,baseline,2,6,6400,127,5376,74
068,baseline,2,7,7565,88,6272,35
068,baseline,2,8,9401,145,7552,92
068,baseline,2,9,12849,494,9472,378
068,baseline,2,10,15022,127,13312,65
068,baseline,2,11,15609,337,15104,232
068,baseline,2,12,16838,130,15872,66
068,baseline,2,13,17203,51,16896,0
068,baseline,2,14,18552,1583,17152,1479
068,baseline,2,15,20672,89,20096,17
068,baseline,2,16,20827,137,20608,12
068,baseline,2,17,20983,132,20736,39
068,baseline,2,18,21320,114,20992,36
068,baseline,2,19,21513,254,21376,117
068,baseline,2,20,21911,66,21760,0
068,baseline,2,21,22137,105,21888,36
068,baseline,2,22,22373,171,22144,11
068,baseline,2,23,22700,2695,22528,2397
068,baseline,2,24,25474,215,25216,113
068,baseline,2,25,25703,2194,25472,2076
068,baseline,2,26,27937,68,27776,0
068,baseline,2,27,43622,345,27904,246
068,baseline,2,28,44475,641,43904,555
068,baseline,2,29,45585,1383,45056,1294
068,baseline,2,30,47162,340,46848,247
068,baseline,2,31,47620,1784,47360,1733
068,baseline,2,32,51526,2766,49280,2684
068,baseline,2,33,54931,95,54272,17
068,baseline,2,34,57358,80,54912,24
068,baseline,2,35,58236,2002,57344,1869
068,baseline,2,36,60254,2223,60032,2110
068,baseline,2,37,63819,2419,62464,2291
068,baseline,2,38,66551,79,66176,0
068,baseline,2,39,66696,75,66560,0
068,baseline,2,40,67144,70,66688,0
068,baseline,2,41,67348,51,67200,0
068,baseline,2,42,67540,1027,67328,927
068,baseline,2,43,68713,1106,68480,1055
068,baseline,2,44,70966,6832,69760,6768
068,baseline,2,45,78244,2199,77696,420
068,baseline,2,46,80875,223,80384,152
068,baseline,2,47,81817,331,81024,103
068,baseline,2,48,82291,749,82048,127
068,baseline,2,49,83380,3800,82944,2804
068,baseline,2,50,87626,299,87168,0
068,baseline,2,51,88094,324,87808,267
068,baseline,2,52,88515,712,88320,142
068,baseline,2,53,89277,1638,89088,1587
068,baseline,2,54,92217,604,90880,558
068,baseline,2,55,94316,794,92800,646
068,cbe,2,1,1267,90,1024,8
068,cbe,2,2,3888,189,1280,37
068,cbe,2,3,6733,193,3968,37
068,cbe,2,4,10875,1065,6912,946
068,cbe,2,5,12734,209,11904,76
068,cbe,2,6,13975,97,12928,38
068,cbe,2,7,17372,392,13952,284
068,cbe,2,8,21092,443,17664,355
068,cbe,2,9,22091,57,21504,0
068,cbe,2,10,23334,1827,22144,1770
068,cbe,2,11,26215,638,25088,557
068,cbe,2,12,27457,222,26752,128
068,cbe,2,13,28065,118,27648,48
068,cbe,2,14,28228,211,28032,148
068,cbe,2,15,28531,171,28288,77
068,cbe,2,16,29056,130,28672,62
068,cbe,2,17,29611,265,29184,154
068,cbe,2,18,30078,176,29824,59
068,cbe,2,19,30321,418,30080,341
068,cbe,2,20,31285,105,30720,19
068,cbe,2,21,31942,507,31360,367
068,cbe,2,22,32558,163,32384,39
068,cbe,2,23,33067,240,32640,161
068,cbe,2,24,33365,57,33152,0
068,cbe,2,25,34587,867,33408,800
068,cbe,2,26,35506,2428,35328,2287
068,cbe,2,27,38162,153,37888,53
068,cbe,2,28,38535,233,38272,171
068,cbe,2,29,39834,1105,38656,998
068,cbe,2,30,42019,779,40832,696
068,cbe,2,31,43877,179,42752,101
068,cbe,2,32,45203,1008,44032,911
068,cbe,2,33,46682,700,46208,587
068,cbe,2,34,47399,2432,47232,2354
068,cbe,2,35,50899,172,49792,79
068,cbe,2,36,51519,258,50944,173
068,cbe,2,37,52198,60,51712,0
068,cbe,2,38,53207,60,52224,0
068,cbe,2,39,54145,1581,53248,1459
068,cbe,2,40,55755,165,55552,18
068,cbe,2,41,56215,269,55808,90
068,cbe,2,42,56752,204,56448,14
068,cbe,2,43,57252,245,56832,113
068,cbe,2,44,57514,1367,57344,1271
068,cbe,2,45,59789,1494,58880,1353
068,cbe,2,46,61375,293,61184,159
069,baseline,2,1,542,72,384,8
069,baseline,2,2,1169,92,512,7
069,baseline,2,3,3569,144,1152,68
069,baseline,2,4,4347,109,3712,17
069,baseline,2,5,4664,56,4352,0
069,baseline,2,6,5691,53,4608,0
069,baseline,2,7,20984,66,5632,11
069,baseline,2,8,21134,108,20992,11
069,baseline,2,9,22281,207,21120,149
069,baseline,2,10,25053,239,22400,106
069,baseline,2,11,25456,261,25216,173
069,baseline,2,12,26013,134,25600,73
069,baseline,2,13,26830,688,26112,598
069,baseline,2,14,28913,140,27392,72
069,baseline,2,15,29789,266,28928,175
069,baseline,2,16,30189,1006,29952,918
069,baseline,2,17,31222,540,30976,477
069,baseline,2,18,32122,238,31744,146
069,baseline,2,19,32433,1551,32256,856
069,baseline,2,20,33999,162,33792,38
069,baseline,2,21,34329,72,34048,17
069,baseline,2,22,34482,240,34304,149
069,baseline,2,23,34936,1021,34688,748
069,baseline,2,24,36111,133,35840,10
069,baseline,2,25,36315,891,36096,762
069,baseline,2,26,37666,117,37120,31
069,baseline,2,27,38592,1314,37760,1225
069,baseline,2,28,40226,405,39808,337
069,baseline,2,29,41019,574,40576,384
069,baseline,2,30,41804,876,41472,813
069,baseline,2,31,43091,1476,42624,1035
069,baseline,2,32,44697,417,44544,0
069,baseline,2,33,45280,333,45056,287
069,baseline,2,34,46154,566,45568,503
069,baseline,2,35,46903,86,46720,18
069,baseline,2,36,47320,153,46976,70
069,baseline,2,37,47574,638,47360,552
069,baseline,2,38,48809,241,48128,179
069,baseline,2,39,49067,187,48896,133
069,baseline,2,40,49308,780,49152,180
069,cbe,2,1,1312,94,1152,9
069,cbe,2,2,3479,84,1280,14
069,cbe,2,3,3594,93,3456,0
069,cbe,2,4,6018,134,3584,10
069,cbe,2,5,7910,128,6144,54
069,cbe,2,6,9037,68,7936,11
069,cbe,2,7,9162,126,8960,11
069,cbe,2,8,10010,378,9216,219
069,cbe,2,9,10618,169,10368,119
069,cbe,2,10,28043,81,10752,19
069,cbe,2,11,29496,141,28032,83
069,cbe,2,12,32202,457,29568,371
069,cbe,2,13,33986,136,32640,35
069,cbe,2,14,34997,1445,34048,1315
069,cbe,2,15,37342,1546,36352,1353
069,cbe,2,16,39985,160,38784,89
069,cbe,2,17,40473,777,40064,35
069,cbe,2,18,41265,172,41088,101
069,cbe,2,19,41671,230,41344,56
069,cbe,2,20,42305,97,41856,0
069,cbe,2,21,42602,342,42368,111
069,cbe,2,22,43118,547,42880,253
069,cbe,2,23,43762,164,43520,97
069,cbe,2,24,44020,387,43776,0
069,cbe,2,25,44752,545,44288,165
069,cbe,2,26,45462,1179,45184,1072
069,cbe,2,27,46668,184,46464,138
069,cbe,2,28,47429,348,46848,242
069,cbe,2,29,47852,785,47616,357
069,cbe,2,30,48678,613,48512,59
071,baseline,2,1,532,54,384,12
071,baseline,2,2,1044,99,512,0
071,baseline,2,3,4152,96,1024,0
071,baseline,2,4,6450,150,4224,20
071,baseline,2,5,7099,56,6528,0
071,baseline,2,6,10223,56,7040,0
071,baseline,2,7,13248,192,10240,118
071,baseline,2,8,15765,52,13440,0
071,baseline,2,9,17885,74,15744,22
071,baseline,2,10,19346,53,17920,0
071,baseline,2,11,23629,54,19328,0
071,baseline,2,12,26667,149,23680,95
071,baseline,2,13,29021,54,26752,0
071,baseline,2,14,30644,1168,29056,1090
071,baseline,2,15,31888,94,31744,22
071,baseline,2,16,32096,55,31872,0
071,baseline,2,17,33746,912,32128,849
071,baseline,2,18,35239,687,34560,614
071,baseline,2,19,36584,53,35840,0
071,baseline,2,20,40310,320,36608,261
071,baseline,2,21,40651,54,40448,0
071,baseline,2,22,42127,429,40704,363
071,baseline,2,23,42588,815,42368,401
071,baseline,2,24,43798,461,43392,392
071,baseline,2,25,44335,458,44160,59
071,baseline,2,26,45762,1268,44672,875
071,baseline,2,27,47999,646,46976,549
071,baseline,2,28,49765,382,48640,287
071,baseline,2,29,52407,117,50048,51
071,baseline,2,30,53927,66,52480,0
071,baseline,2,31,54618,115,53888,55
071,baseline,2,32,55937,1942,54656,1858
071,baseline,2,33,58582,63,57856,0
071,baseline,2,34,59946,2036,58624,1950
071,baseline,2,35,62192,88,61952,0
071,baseline,2,36,62870,64,62208,0
071,baseline,2,37,65036,1430,62848,1046
071,baseline,2,38,66650,972,66432,873
071,baseline,2,39,67733,102,67584,43
071,baseline,2,40,67930,68,67712,0
071,baseline,2,41,68030,4196,67840,3783
071,baseline,2,42,72312,3142,72064,3045
071,baseline,2,43,75534,92,75392,15
071,baseline,2,44,76024,549,75520,471
071,baseline,2,45,76724,1377,76544,1329
071,baseline,2,46,78196,2273,77952,2162
071,baseline,2,47,81366,2099,80384,1502
071,baseline,2,48,83609,845,83456,539
071,baseline,2,49,84524,742,84352,125
071,baseline,2,50,85596,1086,85248,583
071,baseline,2,51,86841,442,86656,369
071,baseline,2,52,87900,280,87168,196
071,baseline,2,53,89210,361,88064,289
071,baseline,2,54,89609,66,89472,0
071,baseline,2,55,90089,106,89600,25
071,baseline,2,56,90227,7614,89984,7036
071,baseline,2,57,97890,2403,97664,2249
071,baseline,2,58,100309,133,100096,64
071,baseline,2,59,100493,4305,100352,3659
071,baseline,2,60,105094,1453,104704,1055
071,baseline,2,61,106661,912,106496,486
071,baseline,2,62,107783,1038,107520,594
071,baseline,2,63,109005,3557,108800,2922
071,baseline,2,64,112676,1307,112512,762
071,baseline,2,65,114523,3874,113920,3487
071,baseline,2,66,118557,792,118272,524
071,baseline,2,67,119494,1439,119296,1339
071,baseline,2,68,121301,598,120832,532
071,baseline,2,69,121910,60,121728,0
071,baseline,2,70,122769,3939,121856,3207
071,baseline,2,71,127039,894,126592,162
071,baseline,2,72,128097,1587,127872,1514
071,baseline,2,73,129805,2741,129664,2380
071,baseline,2,74,132827,634,132480,443
071,baseline,2,75,134240,1543,133376,1426
071,baseline,2,76,135865,264,135680,126
071,baseline,2,77,137670,374,136064,290
071,baseline,2,78,138072,134,137856,53
071,baseline,2,79,139181,532,138112,453
071,baseline,2,80,140117,120,139648,0
071,baseline,2,81,140552,1320,140160,920
071,baseline,2,82,142382,842,141824,345
071,baseline,2,83,143604,1517,143104,945
071,baseline,2,84,145285,1061,145024,491
071,baseline,2,85,146566,2732,146304,2641
071,baseline,2,86,150656,1701,149248,1168
071,cbe,2,1,1301,89,1152,0
071,cbe,2,2,3930,181,1280,15
071,cbe,2,3,8134,120,4096,18
071,cbe,2,4,10804,135,8192,18
071,cbe,2,5,16010,133,10880,30
071,cbe,2,6,17340,87,16128,33
071,cbe,2,7,20008,267,17408,212
071,cbe,2,8,25167,80,20224,24
071,cbe,2,9,29628,158,25216,46
071,cbe,2,10,32087,69,29696,13
071,cbe,2,11,33351,295,32128,240
071,cbe,2,12,37415,274,33536,141
071,cbe,2,13,38923,142,37632,83
071,cbe,2,14,40413,64,39040,7
071,cbe,2,15,42053,3282,40448,3094
071,cbe,2,16,45520,557,45312,272
071,cbe,2,17,46571,743,45952,658
071,cbe,2,18,48132,102,47232,21
071,cbe,2,19,49823,60,48128,0
071,cbe,2,20,51852,60,49792,0
071,cbe,2,21,53366,141,53120,34
071,cbe,2,22,54922,92,53504,30
071,cbe,2,23,55402,295,54912,229
071,cbe,2,24,55729,2042,55552,1630
071,cbe,2,25,58369,598,57728,529
071,cbe,2,26,59150,1118,58880,991
071,cbe,2,27,60380,6456,60160,6037
071,cbe,2,28,67677,2000,66816,1946
071,cbe,2,29,71447,447,69632,57
071,cbe,2,30,71985,498,71808,111
071,cbe,2,31,72843,1528,72448,1164
071,cbe,2,32,75560,4049,74368,3582
071,cbe,2,33,80013,1071,79488,994
071,cbe,2,34,81187,1879,81024,1751
071,cbe,2,35,83338,1812,82944,1377
071,cbe,2,36,85918,16548,85120,15623
071,cbe,2,37,103610,3877,102400,3055
071,cbe,2,38,108028,7906,107392,7843
071,cbe,2,39,116694,79,115840,0
071,cbe,2,40,117620,1925,116736,1868
071,cbe,2,41,120242,1614,119424,1486
071,cbe,2,42,123366,2490,121856,2434
071,cbe,2,43,127059,83,125824,0
071,cbe,2,44,128203,11559,127104,11398
071,cbe,2,45,140243,1244,139648,1182
071,cbe,2,46,142180,4746,141440,4660
071,cbe,2,47,147700,897,146816,519
071,cbe,2,48,149045,788,148480,472
071,cbe,2,49,149965,233,149760,0
071,cbe,2,50,150378,5632,150144,5327
071,cbe,2,51,156021,347,155776,58
071,cbe,2,52,157660,369,156288,63
071,cbe,2,53,158920,2424,157952,1759
071,cbe,2,54,161747,732,161280,122
071,cbe,2,55,162914,384,162432,329
071,cbe,2,56,164022,493,163200,431
071,cbe,2,57,165226,1611,164480,624
071,cbe,2,58,167529,2461,166784,1855
071,cbe,2,59,170346,3697,169984,2975
071,cbe,2,60,174487,2734,173952,2036
071,cbe,2,61,177565,13544,176768,13410
071,cbe,2,62,192195,1451,191104,1377
071,cbe,2,63,194074,452,193536,0
071,cbe,2,64,194757,157,194432,0
071,cbe,2,65,195108,1662,194816,908
071,cbe,2,66,197366,3311,196736,3205
071,cbe,2,67,200947,126,200576,34
071,cbe,2,68,201115,5953,200960,5091
071,cbe,2,69,207364,1877,206976,1815
071,cbe,2,70,209889,785,209152,484
071,cbe,2,71,211101,941,210560,866
071,cbe,2,72,212404,345,211968,242
071,cbe,2,73,213409,582,212736,489
071,cbe,2,74,214716,2059,213888,1947
071,cbe,2,75,217048,1079,216704,242
071,cbe,2,76,218403,1465,218112,989
071,cbe,2,77,220012,1388,219776,560
071,cbe,2,78,221958,1303,221312,521
071,cbe,2,79,223537,867,223232,120
071,cbe,2,80,224483,400,224256,255
071,cbe,2,81,224930,236,224768,0
072,baseline,2,1,506,83,256,12
072,baseline,2,2,1139,72,512,0
072,baseline,2,3,3491,111,1152,17
072,baseline,2,4,4991,66,3584,0
072,baseline,2,5,6227,64,4992,10
072,baseline,2,6,6443,140,6272,10
072,baseline,2,7,7842,439,6528,228
072,baseline,2,8,8441,305,8192,235
072,baseline,2,9,8913,122,8704,39
072,baseline,2,10,10197,63,8960,0
072,baseline,2,11,13184,350,10240,263
072,baseline,2,12,15503,129,13440,71
072,baseline,2,13,15663,128,15488,67
072,baseline,2,14,17579,563,15744,477
072,baseline,2,15,18362,264,18048,200
072,baseline,2,16,19442,588,18560,527
072,baseline,2,17,22966,268,19968,160
072,baseline,2,18,23286,204,23040,101
072,baseline,2,19,23852,1015,23424,874
072,baseline,2,20,25134,843,24832,763
072,baseline,2,21,26359,205,25856,143
072,baseline,2,22,26912,63,26496,0
072,baseline,2,23,28955,151,26880,87
072,baseline,2,24,31278,66,29056,0
072,baseline,2,25,32568,1099,31232,1017
072,baseline,2,26,33820,947,33664,862
072,baseline,2,27,34783,1189,34560,1092
072,baseline,2,28,35983,273,35840,190
072,baseline,2,29,36898,81,36224,17
072,baseline,2,30,38289,6258,36864,6163
072,baseline,2,31,45795,87,44544,0
072,baseline,2,32,46928,140,45824,78
072,baseline,2,33,47885,3257,46976,3164
072,baseline,2,34,51220,213,51072,120
072,baseline,2,35,51714,62,51328,0
072,baseline,2,36,52212,3320,51712,29
072,baseline,2,37,55546,280,55296,76
072,baseline,2,38,56198,628,55808,0
072,baseline,2,39,56840,287,56704,233
072,baseline,2,40,57276,225,57088,14
072,baseline,2,41,57767,803,57472,81
072,baseline,2,42,58628,252,58368,173
072,baseline,2,43,59118,62,58880,0
072,baseline,2,44,60598,1357,59136,1268
072,baseline,2,45,62669,846,61952,125
072,baseline,2,46,63625,428,63488,74
072,baseline,2,47,64176,2056,64000,1679
072,baseline,2,48,66321,141,66176,40
072,baseline,2,49,66540,164,66304,91
072,baseline,2,50,67254,64,66688,0
