task,arm,repeat,step,input_tokens,output_tokens,cached_input_tokens,reasoning_output_tokens
072,baseline,2,51,67646,343,67200,39
072,baseline,2,52,70403,942,67968,856
072,baseline,2,53,71499,1220,71296,1159
072,baseline,2,54,73285,1066,72704,809
072,baseline,2,55,74552,206,74240,127
072,baseline,2,56,74825,75,74624,0
072,baseline,2,57,74976,74,74752,0
072,baseline,2,58,75112,181,74880,50
072,baseline,2,59,75430,607,75264,344
072,baseline,2,60,76316,1109,76032,877
072,baseline,2,61,77439,517,77184,464
072,baseline,2,62,78069,803,77824,199
072,baseline,2,63,79338,1273,78848,379
072,baseline,2,64,80944,1059,80512,759
072,baseline,2,65,82019,3702,81792,3611
072,baseline,2,66,86360,1107,85632,1021
072,baseline,2,67,92296,628,87424,459
072,baseline,2,68,92943,731,92800,640
072,baseline,2,69,94677,232,93568,141
072,baseline,2,70,95064,925,94848,836
072,baseline,2,71,97094,961,95872,489
072,baseline,2,72,98213,75,98048,16
072,baseline,2,73,98471,1003,98176,350
072,cbe,2,1,1276,92,1024,8
072,cbe,2,2,3734,90,1280,7
072,cbe,2,3,7233,344,3712,9
072,cbe,2,4,8159,445,7552,297
072,cbe,2,5,10543,95,8576,33
072,cbe,2,6,12367,106,10624,46
072,cbe,2,7,15578,162,12416,62
072,cbe,2,8,16170,61,15616,0
072,cbe,2,9,17523,122,16128,61
072,cbe,2,10,19102,61,17536,0
072,cbe,2,11,20840,130,19072,35
072,cbe,2,12,22459,133,20864,0
072,cbe,2,13,24723,389,22528,323
072,cbe,2,14,25454,679,25088,488
072,cbe,2,15,27138,394,26112,208
072,cbe,2,16,29335,113,27520,35
072,cbe,2,17,30270,1886,29440,1731
072,cbe,2,18,33231,645,32128,450
072,cbe,2,19,34521,69,33792,0
072,cbe,2,20,34754,1792,34560,1574
072,cbe,2,21,37175,416,36480,281
072,cbe,2,22,39981,273,37504,210
072,cbe,2,23,42251,292,40192,185
072,cbe,2,24,42616,2290,42368,2194
072,cbe,2,25,44917,155,44672,71
072,cbe,2,26,45271,1121,45056,1056
072,cbe,2,27,47212,1243,46336,830
072,cbe,2,28,48612,6555,48384,6445
072,cbe,2,29,55243,92,55040,32
072,cbe,2,30,55684,105,55296,42
072,cbe,2,31,56509,1550,55680,1030
072,cbe,2,32,58341,578,57984,361
072,cbe,2,33,58975,3206,58752,2808
072,cbe,2,34,62656,677,62080,350
072,cbe,2,35,63418,813,63232,542
072,cbe,2,36,64421,2369,64128,2292
072,cbe,2,37,67485,61,66688,0
072,cbe,2,38,68334,203,67456,142
072,cbe,2,39,69525,1384,68480,1277
072,cbe,2,40,71502,79,70784,17
072,cbe,2,41,72035,726,71552,95
072,cbe,2,42,72775,1433,72576,25
072,cbe,2,43,74222,641,73984,74
072,cbe,2,44,74877,59,74624,5
072,cbe,2,45,75085,730,74880,180
072,cbe,2,46,75928,1053,75776,325
072,cbe,2,47,77230,676,76928,180
072,cbe,2,48,78010,2255,77824,2179
072,cbe,2,49,80551,111,80256,0
072,cbe,2,50,81880,523,80640,432
072,cbe,2,51,82667,112,82304,31
072,cbe,2,52,83056,93,82688,30
072,cbe,2,53,83753,853,83072,775
072,cbe,2,54,84700,805,84480,619
072,cbe,2,55,85621,169,85376,0
072,cbe,2,56,86352,389,85760,305
072,cbe,2,57,88119,824,86656,717
072,cbe,2,58,88961,984,88704,884
072,cbe,2,59,90153,657,89856,0
072,cbe,2,60,91086,86,90752,24
072,cbe,2,61,91266,277,91008,23
072,cbe,2,62,91635,80,91392,14
072,cbe,2,63,91755,741,91520,87
072,cbe,2,64,92513,1101,92288,551
072,cbe,2,65,93646,1200,93440,1139
072,cbe,2,66,95015,1326,94720,429
072,cbe,2,67,96555,401,96256,14
072,cbe,2,68,96983,503,96768,10
072,cbe,2,69,97539,643,97280,153
072,cbe,2,70,98210,209,98048,133
072,cbe,2,71,98430,132,98176,70
072,cbe,2,72,101957,511,98560,345
072,cbe,2,73,102528,489,102272,405
072,cbe,2,74,103326,958,102912,118
072,cbe,2,75,104565,970,104192,144
072,cbe,2,76,105572,1413,105344,1065
072,cbe,2,77,107027,435,106880,210
072,cbe,2,78,107480,97,107264,41
072,cbe,2,79,107755,98,107520,35
072,cbe,2,80,108374,606,107776,458
072,cbe,2,81,109006,487,108800,53
072,cbe,2,82,109517,1028,109312,188
072,cbe,2,83,110615,393,110464,117
072,cbe,2,84,111032,94,110848,27
072,cbe,2,85,111212,868,110976,198
074,baseline,2,1,670,73,512,9
074,baseline,2,2,1427,111,640,0
074,baseline,2,3,3260,67,1536,0
074,baseline,2,4,5269,98,3200,9
074,baseline,2,5,5935,57,5248,0
074,baseline,2,6,9863,303,5888,224
074,baseline,2,7,11570,123,10112,24
074,baseline,2,8,13904,138,11648,34
074,baseline,2,9,14137,110,13952,0
074,baseline,2,10,15403,68,14208,11
074,baseline,2,11,15574,4579,15360,4501
074,baseline,2,12,20720,120,20096,13
074,baseline,2,13,23841,3972,20736,3573
074,baseline,2,14,27965,776,27776,124
074,baseline,2,15,28885,126,28672,44
074,baseline,2,16,29850,1373,28928,1308
074,baseline,2,17,31664,129,31104,51
074,baseline,2,18,31854,2593,31616,0
074,baseline,2,19,34461,194,34304,26
074,baseline,2,20,34669,1710,34432,592
074,baseline,2,21,36393,57,36224,0
074,baseline,2,22,36661,487,36352,178
074,baseline,2,23,37797,1313,37120,966
074,baseline,2,24,39359,327,39040,26
074,baseline,2,25,40198,710,39680,520
074,baseline,2,26,41188,1592,40832,1225
074,baseline,2,27,42987,455,42752,194
074,baseline,2,28,43963,2044,43392,1114
074,baseline,2,29,46239,857,45952,8
074,baseline,2,30,47359,1404,46976,1118
074,baseline,2,31,48777,328,48640,0
074,baseline,2,32,49184,783,49024,337
074,baseline,2,33,50038,96,49792,42
074,baseline,2,34,53361,991,50048,894
074,baseline,2,35,54375,2874,54144,2620
074,baseline,2,36,57288,887,57088,765
074,baseline,2,37,58225,1147,57984,443
074,baseline,2,38,59515,328,59264,182
074,baseline,2,39,59862,842,59648,198
074,cbe,2,1,1440,70,1280,9
074,cbe,2,2,2143,122,1408,0
074,cbe,2,3,4564,98,2176,0
074,cbe,2,4,9028,95,4608,47
074,cbe,2,5,9317,48,9088,0
074,cbe,2,6,13236,153,9344,85
074,cbe,2,7,14792,605,13312,486
074,cbe,2,8,17202,87,15360,18
074,cbe,2,9,17699,60,17280,0
074,cbe,2,10,18187,5354,17664,5276
074,cbe,2,11,24382,67,23424,11
074,cbe,2,12,24662,149,24448,43
074,cbe,2,13,30771,67,24704,14
074,cbe,2,14,59768,1570,30720,1254
074,cbe,2,15,61603,254,61312,7
074,cbe,2,16,61873,75,61696,12
074,cbe,2,17,62670,3031,61824,97
074,cbe,2,18,65719,852,65536,13
074,cbe,2,19,66588,54,66432,0
074,cbe,2,20,67159,833,66560,91
074,cbe,2,21,68350,943,67968,171
074,cbe,2,22,69427,996,69248,244
074,cbe,2,23,70912,3221,70400,3086
074,cbe,2,24,76066,2300,74112,1792
074,cbe,2,25,78780,1353,78336,1266
074,cbe,2,26,80664,2246,80128,1692
074,cbe,2,27,83044,3799,82816,3685
074,cbe,2,28,87212,85,86784,0
074,cbe,2,29,88022,130,87296,18
074,cbe,2,30,88415,81,88064,0
074,cbe,2,31,89273,174,88448,103
074,cbe,2,32,95646,148,89344,98
074,cbe,2,33,97457,284,95744,130
074,cbe,2,34,98683,293,97664,118
074,cbe,2,35,99865,229,98944,56
074,cbe,2,36,104216,141,99968,54
074,cbe,2,37,104801,1543,104320,998
074,cbe,2,38,106655,2004,106240,1901
074,cbe,2,39,108727,162,108544,49
074,cbe,2,40,110287,2783,108800,2052
074,cbe,2,41,113191,3866,113024,3423
074,cbe,2,42,117074,161,116864,74
074,cbe,2,43,117264,1569,117120,0
074,cbe,2,44,119090,1802,118784,288
074,cbe,2,45,120962,672,120704,609
074,cbe,2,46,121970,548,121600,107
074,cbe,2,47,122601,1230,122368,993
074,cbe,2,48,123855,1522,123648,0
074,cbe,2,49,125468,1616,125312,1553
074,cbe,2,50,129266,258,126976,194
074,cbe,2,51,130778,1381,129408,1274
074,cbe,2,52,132285,1070,132096,107
074,cbe,2,53,133441,1338,133248,947
074,cbe,2,54,134793,1556,134656,611
074,cbe,2,55,136432,1125,136192,411
074,cbe,2,56,137968,1665,137472,1099
074,cbe,2,57,139907,1605,139520,878
074,cbe,2,58,141864,1336,141440,382
074,cbe,2,59,143319,1496,143104,1287
074,cbe,2,60,144909,46,144768,0
074,cbe,2,61,148119,1260,144896,866
074,cbe,2,62,149401,774,149248,39
074,cbe,2,63,150226,689,150016,33
075,baseline,2,1,588,62,384,9
075,baseline,2,2,1090,84,640,0
075,baseline,2,3,2837,47,1152,0
075,baseline,2,4,5846,88,2816,13
075,baseline,2,5,6450,62,5888,7
075,baseline,2,6,6774,107,6400,55
075,baseline,2,7,9352,54,6784,0
075,baseline,2,8,25643,1822,9344,1754
075,baseline,2,9,27524,1796,27264,1705
075,baseline,2,10,29684,1467,29312,1364
075,baseline,2,11,31223,892,30976,157
075,baseline,2,12,32472,741,32000,628
075,baseline,2,13,33442,5194,33152,5109
075,baseline,2,14,39403,1511,38528,1426
075,baseline,2,15,41635,4469,40832,4376
075,baseline,2,16,46193,1282,45952,1212
075,baseline,2,17,48440,526,47360,432
075,baseline,2,18,49499,2679,48896,2100
075,baseline,2,19,52555,2767,52096,2667
075,baseline,2,20,55341,133,55168,18
075,baseline,2,21,55559,3605,55424,3508
075,baseline,2,22,59271,849,59136,728
075,baseline,2,23,60849,777,60032,123
075,baseline,2,24,61648,118,61440,18
075,baseline,2,25,63367,1174,61696,20
075,baseline,2,26,64654,55,64512,0
075,baseline,2,27,64994,2411,64640,707
075,baseline,2,28,67597,171,67328,0
075,baseline,2,29,68096,1100,67712,971
075,baseline,2,30,69524,355,69120,250
075,baseline,2,31,70207,3550,69760,3412
075,baseline,2,32,74085,1325,73728,1048
075,baseline,2,33,75484,78,75264,25
075,baseline,2,34,76779,2387,75520,1147
075,baseline,2,35,79311,141,79104,0
075,baseline,2,36,79570,515,79360,296
075,baseline,2,37,80268,165,80000,21
075,baseline,2,38,80537,1365,80384,853
075,baseline,2,39,82046,1683,81792,1215
075,baseline,2,40,83857,1937,83712,1577
075,baseline,2,41,85874,1355,85632,1283
075,baseline,2,42,87785,1096,87168,939
075,baseline,2,43,89025,377,88832,242
075,baseline,2,44,89546,969,89344,331
075,baseline,2,45,90553,1072,90368,981
075,cbe,2,1,1357,96,1152,9
075,cbe,2,2,3907,70,1408,15
075,cbe,2,3,4069,66,3840,0
075,cbe,2,4,4994,60,4096,0
075,cbe,2,5,8227,108,4992,31
075,cbe,2,6,8941,60,8320,0
075,cbe,2,7,11472,80,8960,20
075,cbe,2,8,14082,60,11520,0
075,cbe,2,9,18361,595,14080,502
075,cbe,2,10,20046,284,18944,183
075,cbe,2,11,20592,74,20224,16
075,cbe,2,12,20928,3763,20608,3703
075,cbe,2,13,28119,254,24576,193
075,cbe,2,14,31857,1365,28288,621
075,cbe,2,15,33681,3533,33152,3415
075,cbe,2,16,37444,1158,37120,1065
075,cbe,2,17,72068,8568,38528,8458
075,cbe,2,18,80662,1089,80512,1029
075,cbe,2,19,82327,1142,81664,394
075,cbe,2,20,84127,58,83456,0
075,cbe,2,21,84470,4907,84096,2740
075,cbe,2,22,89630,742,89344,528
075,cbe,2,23,90625,2176,90368,1409
075,cbe,2,24,93185,3075,92800,2157
075,cbe,2,25,96515,2563,96256,1360
075,cbe,2,26,99137,2012,98944,1936
075,cbe,2,27,102527,536,101120,463
075,cbe,2,28,103624,1982,103040,330
075,cbe,2,29,105636,2106,105472,1078
075,cbe,2,30,107850,864,107648,604
075,cbe,2,31,109094,4093,108672,2494
075,cbe,2,32,113225,717,113024,671
075,cbe,2,33,114591,626,113920,452
075,cbe,2,34,115672,340,115200,290
075,cbe,2,35,125318,380,115968,30
075,cbe,2,36,125952,320,125696,122
075,cbe,2,37,126391,575,126208,0
079,baseline,2,1,598,61,384,9
079,baseline,2,2,1018,73,640,0
079,baseline,2,3,2515,58,1024,0
079,baseline,2,4,3837,59,2560,6
079,baseline,2,5,4362,334,3840,180
079,baseline,2,6,4830,664,4608,598
079,baseline,2,7,7909,80,5376,27
079,baseline,2,8,10571,131,7936,62
079,baseline,2,9,11391,320,10624,223
079,baseline,2,10,11780,853,11520,765
079,baseline,2,11,12771,246,12544,50
079,baseline,2,12,13156,208,12928,0
079,baseline,2,13,14417,1383,13312,1328
079,baseline,2,14,16638,313,15744,32
079,baseline,2,15,17203,844,16896,535
079,baseline,2,16,18255,5110,17920,5037
079,baseline,2,17,23502,196,23296,139
079,baseline,2,18,28248,524,23680,316
079,baseline,2,19,29181,2817,28672,2639
079,baseline,2,20,32582,6102,31872,6040
079,baseline,2,21,42670,9996,38656,9914
079,baseline,2,22,53179,87,52608,19
079,baseline,2,23,56245,6426,53248,6311
079,baseline,2,24,62708,16060,62464,15660
079,baseline,2,25,78784,13568,78592,13477
079,baseline,2,26,93732,806,92288,572
079,baseline,2,27,94916,3116,94464,2996
079,baseline,2,28,98528,3678,97920,2199
079,baseline,2,29,102225,53,102016,0
079,baseline,2,30,102744,161,102272,8
079,baseline,2,31,103040,959,102784,606
079,baseline,2,32,104323,7258,103936,5932
079,baseline,2,33,112124,1325,111488,1155
079,baseline,2,34,113464,838,113280,0
079,baseline,2,35,114539,946,114176,676
079,baseline,2,36,115861,3871,115456,3525
079,baseline,2,37,120207,1934,119680,993
079,baseline,2,38,122472,1963,122112,1711
079,baseline,2,39,124536,1085,124288,902
079,baseline,2,40,125955,1861,125568,955
079,baseline,2,41,129160,1086,127744,795
079,baseline,2,42,130558,1552,130176,1135
079,baseline,2,43,132651,538,132096,141
079,baseline,2,44,133789,1880,133120,1805
079,baseline,2,45,137083,1216,135552,1140
079,baseline,2,46,138679,523,138240,211
079,baseline,2,47,139358,1064,139136,708
079,baseline,2,48,140897,792,140416,711
079,baseline,2,49,142389,819,141568,168
079,cbe,2,1,1358,97,1152,0
079,cbe,2,2,3883,164,1408,8
079,cbe,2,3,6371,123,3968,10
079,cbe,2,4,7179,240,6400,105
079,cbe,2,5,7553,145,7296,31
079,cbe,2,6,12262,142,7680,23
079,cbe,2,7,17758,763,12288,494
079,cbe,2,8,18991,524,18432,230
079,cbe,2,9,21105,4392,19456,4285
079,cbe,2,10,67605,3940,25472,3751
079,cbe,2,11,72513,1253,71424,929
079,cbe,2,12,74537,3725,73728,3492
079,cbe,2,13,79452,1942,78208,1878
079,cbe,2,14,83703,10480,81280,10299
079,cbe,2,15,95121,1768,83584,1322
079,cbe,2,16,97230,21536,96768,20761
079,cbe,2,17,119569,6551,118656,6315
079,cbe,2,18,126444,31065,126080,30707
079,cbe,2,19,157525,686,156032,353
079,cbe,2,20,158227,1230,158080,395
079,cbe,2,21,159654,891,159360,58
079,cbe,2,22,160561,2928,160384,1956
079,cbe,2,23,163503,1547,163328,55
079,cbe,2,24,165085,888,164864,220
079,cbe,2,25,166420,1052,165888,487
079,cbe,2,26,167489,1622,167296,42
079,cbe,2,27,169651,1856,169088,588
079,cbe,2,28,171720,1694,171392,1152
079,cbe,2,29,173708,951,173312,577
079,cbe,2,30,175165,1789,174592,1686
079,cbe,2,31,177006,1356,176768,0
079,cbe,2,32,178395,594,178176,153
079,cbe,2,33,179882,1591,178944,1196
079,cbe,2,34,181675,880,181376,737
079,cbe,2,35,183926,628,182528,491
079,cbe,2,36,184627,729,184448,181
079,cbe,2,37,185601,750,185344,102
081,baseline,2,1,536,103,384,9
081,baseline,2,2,1161,95,512,0
081,baseline,2,3,3668,151,1152,29
081,baseline,2,4,5407,61,3712,9
081,baseline,2,5,5729,73,5376,24
081,baseline,2,6,11249,323,5760,92
081,baseline,2,7,12092,274,11520,37
081,baseline,2,8,12758,143,12288,86
081,baseline,2,9,15003,421,12800,189
081,baseline,2,10,17386,1800,15360,1624
081,baseline,2,11,20017,232,19072,98
081,baseline,2,12,21528,798,20224,722
081,baseline,2,13,23985,1256,22272,1121
081,baseline,2,14,26123,74,25216,16
081,baseline,2,15,29038,393,26112,336
081,baseline,2,16,32170,483,29312,433
081,baseline,2,17,33942,199,32640,47
081,baseline,2,18,34970,752,34048,651
081,baseline,2,19,35932,1780,35712,1711
081,baseline,2,20,37797,81,37632,18
081,baseline,2,21,37941,1507,37760,1451
081,baseline,2,22,40554,353,39424,293
081,baseline,2,23,41831,261,40832,187
081,baseline,2,24,43008,842,41984,722
081,baseline,2,25,44923,2232,43776,2174
081,baseline,2,26,50126,597,47104,541
081,baseline,2,27,50951,298,50688,112
081,baseline,2,28,51264,50,51072,0
081,baseline,2,29,51582,1001,51200,529
081,baseline,2,30,53125,386,52480,201
081,baseline,2,31,53711,258,53504,132
081,baseline,2,32,55458,718,53888,321
081,baseline,2,33,56306,398,56064,0
081,baseline,2,34,57318,5028,56704,4759
081,baseline,2,35,62939,1260,62336,1183
081,baseline,2,36,64267,85,64128,11
081,baseline,2,37,64774,65,64256,0
081,baseline,2,38,65003,621,64768,567
081,baseline,2,39,65778,813,65536,0
081,baseline,2,40,67057,733,66560,62
081,baseline,2,41,67903,891,67712,49
081,baseline,2,42,69020,1063,68736,432
081,baseline,2,43,70188,1717,70016,1660
081,baseline,2,44,72652,2486,71808,2130
081,baseline,2,45,75260,181,75008,100
081,baseline,2,46,75894,1147,75392,848
081,baseline,2,47,77186,1224,76928,681
081,baseline,2,48,78479,1772,78336,1667
081,baseline,2,49,80367,1611,80128,1550
081,baseline,2,50,84568,429,81920,362
081,baseline,2,51,85155,876,84992,813
081,baseline,2,52,86642,3127,86016,3035
081,baseline,2,53,89838,2342,89600,2292
081,baseline,2,54,92376,1789,92160,710
081,baseline,2,55,94389,843,94080,250
081,baseline,2,56,96241,418,95232,358
081,baseline,2,57,97336,1373,96640,236
081,baseline,2,58,99088,717,98688,143
081,baseline,2,59,100195,1251,99712,259
081,baseline,2,60,101681,990,101376,447
081,baseline,2,61,102702,1197,102528,706
081,baseline,2,62,103954,653,103808,588
081,baseline,2,63,104889,1696,104576,1156
081,cbe,2,1,1296,92,1152,9
081,cbe,2,2,3664,192,1280,7
081,cbe,2,3,6051,93,3840,10
081,cbe,2,4,7828,68,6144,10
081,cbe,2,5,8152,101,7808,45
081,cbe,2,6,13700,375,8192,104
081,cbe,2,7,14522,207,13952,144
081,cbe,2,8,16126,117,14720,44
081,cbe,2,9,16281,800,16128,636
081,cbe,2,10,19234,442,17024,332
081,cbe,2,11,20210,739,19584,642
081,cbe,2,12,21466,349,20864,284
081,cbe,2,13,22546,908,21760,788
081,cbe,2,14,71494,1657,23424,1583
081,cbe,2,15,75168,1308,73088,1245
081,cbe,2,16,77605,133,76416,70
081,cbe,2,17,78548,1891,77696,1830
081,cbe,2,18,81160,401,80384,128
081,cbe,2,19,81651,135,81408,71
081,cbe,2,20,82884,2135,81664,1998
081,cbe,2,21,85394,92,84992,0
081,cbe,2,22,86448,322,85376,259
081,cbe,2,23,87659,408,86656,344
081,cbe,2,24,89356,168,88064,105
081,cbe,2,25,89572,5243,89344,4903
081,cbe,2,26,95506,509,94720,446
081,cbe,2,27,96687,704,96000,456
081,cbe,2,28,97657,588,97280,109
081,cbe,2,29,99243,2542,98176,2468
081,cbe,2,30,103275,4848,101760,4775
081,cbe,2,31,108167,662,108032,482
081,cbe,2,32,109107,776,108800,657
081,cbe,2,33,110075,887,109824,783
081,cbe,2,34,111751,451,110848,206
081,cbe,2,35,112456,672,112128,117
081,cbe,2,36,113346,1755,113024,608
081,cbe,2,37,115300,308,115072,38
081,cbe,2,38,115804,1330,115584,187
081,cbe,2,39,117344,395,117120,63
081,cbe,2,40,117949,284,117632,153
081,cbe,2,41,118323,401,118144,260
081,cbe,2,42,118798,633,118656,567
081,cbe,2,43,119743,807,119424,163
082,baseline,2,1,437,64,256,8
082,baseline,2,2,1072,56,384,0
082,baseline,2,3,2736,98,1024,0
082,baseline,2,4,3760,98,2816,20
082,baseline,2,5,4389,70,3840,0
082,baseline,2,6,5038,78,4352,9
082,baseline,2,7,5199,81,4992,0
082,baseline,2,8,5332,56,5120,0
082,baseline,2,9,6585,239,5376,181
082,baseline,2,10,9764,147,6784,86
082,baseline,2,11,9941,58,9728,11
082,baseline,2,12,10267,1285,9984,1218
082,baseline,2,13,11606,72,11392,0
082,baseline,2,14,11745,7681,11520,7582
082,baseline,2,15,19658,2038,19328,1872
082,baseline,2,16,21786,1957,21632,8
082,baseline,2,17,23757,47,23552,0
082,baseline,2,18,24058,610,23680,38
082,baseline,2,19,24687,588,24448,88
082,baseline,2,20,25383,568,25216,24
082,baseline,2,21,25969,1494,25728,736
082,baseline,2,22,27502,602,27264,71
082,baseline,2,23,28219,389,28032,284
082,baseline,2,24,28628,77,28416,15
082,baseline,2,25,30266,535,28672,418
082,baseline,2,26,30862,639,30720,136
082,cbe,2,1,1197,90,1024,8
082,cbe,2,2,3255,142,1280,7
082,cbe,2,3,5797,216,3328,15
082,cbe,2,4,10348,1142,5888,902
082,cbe,2,5,56133,452,11392,231
082,cbe,2,6,57295,2157,56576,1975
082,cbe,2,7,60919,12155,59392,12011
082,cbe,2,8,107313,1153,72960,528
082,cbe,2,9,108934,1181,108416,47
082,cbe,2,10,110133,52,109952,5
082,cbe,2,11,110434,1277,110080,329
082,cbe,2,12,112024,2742,111616,2198
082,cbe,2,13,114784,961,114560,0
082,cbe,2,14,117545,1851,115712,1706
082,cbe,2,15,120986,1804,119296,1590
082,cbe,2,16,122887,813,122752,169
083,baseline,2,1,481,98,256,8
083,baseline,2,2,657,56,512,0
083,baseline,2,3,2232,79,640,0
083,baseline,2,4,4556,95,2304,7
083,baseline,2,5,5712,70,4608,12
083,baseline,2,6,6775,492,5760,431
083,baseline,2,7,7302,158,7168,77
083,baseline,2,8,11194,108,7424,52
083,baseline,2,9,15602,173,11264,118
083,baseline,2,10,16270,94,15744,19
083,baseline,2,11,17755,75,16256,20
083,baseline,2,12,21410,2182,17792,2082
083,baseline,2,13,24132,90,23552,34
083,baseline,2,14,25010,1193,24192,1057
083,baseline,2,15,26253,192,26112,112
083,baseline,2,16,27817,55,26368,0
083,baseline,2,17,29230,1547,27776,1466
083,baseline,2,18,32507,81,30720,31
083,baseline,2,19,33544,1658,32512,1339
083,baseline,2,20,37992,476,35200,77
083,baseline,2,21,38524,1572,38272,1511
083,baseline,2,22,41650,69,40064,8
083,baseline,2,23,43233,81,41600,20
083,baseline,2,24,44878,91,43264,21
083,baseline,2,25,45084,1302,44928,728
083,baseline,2,26,49395,2169,46336,1777
083,baseline,2,27,51816,4360,51456,4280
083,baseline,2,28,56480,2079,56064,2002
083,baseline,2,29,58687,115,58496,35
083,baseline,2,30,58873,3014,58624,2927
083,baseline,2,31,82697,890,61824,837
083,baseline,2,32,84165,1283,83584,1219
083,baseline,2,33,86212,144,85376,74
083,baseline,2,34,86630,142,86272,68
083,baseline,2,35,86945,123,86656,34
